Rk,Player,Age,Tm,Pos,GP,G,A,PTS▼,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
771,Sven Butenschön,29,VAN,D,8,0,0,0,1,10,0.2,0,0,0,0,0,0,0,4,0.0,113,14:05,butensv01
772,Ryan Caldwell,24,NYI,D,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0.0,33,16:33,caldwry01
773,Jim Campbell,32,TBL,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,9,8:47,campbji01
774,Eric Chouinard,25,PHI,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,5,4:30,chouier01
775,Noah Clarke,26,LAK,LW,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,37,7:23,clarkno02
776,Kevin Colley,27,NYI,C,16,0,0,0,-2,52,-0.2,0,0,0,0,0,0,0,4,0.0,76,4:44,colleke01
777,Jean-Philippe Côté,23,MTL,D,8,0,0,0,2,4,0.3,0,0,0,0,0,0,0,2,0.0,88,11:02,coteje01
778,Éric Dazé,30,CHI,LW,1,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,12,11:56,dazeer01
779,Andy Delmore,29,CBJ,D,7,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,7,0.0,108,15:24,delmoan01
780,Jon DiSalvatore,24,STL,RW,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,42,8:27,disaljo01
781,Doug Doull,31,WSH,C,2,0,0,0,-1,19,-0.1,0,0,0,0,0,0,0,0,,8,3:57,doulldo01
782,Fedor Fedorov,24,NYR,RW,3,0,0,0,0,6,-0.1,0,0,0,0,0,0,0,2,0.0,29,9:49,fedorfe01
783,Eric Fehr,20,WSH,RW,11,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,10,0.0,63,5:45,fehrer01
784,Scott Ferguson,33,MIN,D,15,0,0,0,-3,22,0.0,0,0,0,0,0,0,0,6,0.0,138,9:11,fergusc01
785,Ryan Flinn,25,LAK,LW,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,1,0:25,flinnry01
786,Colin Forbes,29,WSH,LW,9,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,10,0.0,74,8:16,forbeco01
787,Aaron Gavey,31,MDA,C,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,20,4:03,gaveyaa01
788,Carsen Germyn,23,CGY,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,10,5:00,germyca01
789,Trevor Gillies,27,MDA,LW,1,0,0,0,0,21,0.0,0,0,0,0,0,0,0,1,0.0,3,2:40,gillitr01
790,Alexandre Giroux,24,NYR,LW,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,3,2:50,giroual01
791,Steven Goertzen,21,CBJ,RW,39,0,0,0,-17,44,-1.2,0,0,0,0,0,0,0,23,0.0,333,8:32,goertst01
792,Ben Guite,27,BOS,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,9,8:53,guitebe01
793,Eric Healey,31,BOS,LW,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,17,8:28,healeer01
794,Paul Healey,30,COL,RW,2,0,0,0,0,14,0.0,0,0,0,0,0,0,0,0,,11,5:33,healepa01
795,Colin Hemingway,25,STL,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,22,7:18,heminco01
796,Jiří Hudler,22,DET,C,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,3,0.0,29,7:13,hudleji01
797,Raitis Ivanāns,27,MTL,D,4,0,0,0,-1,9,-0.1,0,0,0,0,0,0,0,0,,12,2:58,ivanara01
798,Tim Jackman,24,PHX,RW,8,0,0,0,1,21,-0.1,0,0,0,0,0,0,0,4,0.0,58,7:13,jackmti01
799,Jean-François Jacques,20,EDM,LW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,8,0.0,47,6:43,jacquje01
800,Connor James,23,LAK,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,15,7:19,jamesco01
801,Dan Jancevski,24,DAL,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,18,9:13,janceda01
802,Cam Janssen,21,NJD,RW,47,0,0,0,-3,91,-0.5,0,0,0,0,0,0,0,10,0.0,222,4:44,janssca01
803,Cole Jarrett,23,NYI,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,14,13:48,jarreco01
804,Jeff Jillson,25,BUF,D,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1,0.0,29,14:40,jillsje01
805,Jonas Johansson,21,WSH,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,4,4:14,johanjo02
806,Alexander Karpovtsev,35,FLA,D,6,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,4,0.0,66,11:05,karpoal01
807,Pat Kavanagh,26,PHI,RW,8,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,1,0.0,42,5:14,kavanpa01
808,Matt Keith,22,CHI,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,23,11:42,keithma01
809,Kevin Klein,21,NSH,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,27,13:40,kleinke01
810,Tomáš Klouček,25,ATL,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,3,3:14,kloucto01
811,Matt Koalska,25,NYI,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,17,5:44,koalsma01
812,Tomáš Kopecký,23,DET,C,1,0,0,0,1,2,0.0,0,0,0,0,0,0,0,1,0.0,10,9:41,kopecto01
813,Bryce Lampman,23,NYR,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,14,13:40,lampmbr01
814,Maxim Lapierre,20,MTL,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,3,3:04,lapiema01
815,Jay Leach,26,BOS,D,2,0,0,0,1,7,0.1,0,0,0,0,0,0,0,0,,13,6:20,leachja02
816,Guillaume Lefebvre,24,PIT,LW,9,0,0,0,-3,9,-0.3,0,0,0,0,0,0,0,3,0.0,111,12:21,lefebgu01
817,Francis Lessard,26,ATL,D,6,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,15,2:33,lessafr01
818,David Liffiton,21,NYR,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,9,8:42,liffida01
819,Joakim Lindström,22,CBJ,LW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,16,5:11,lindsjo01
820,Lynn Loyns,24,CGY,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,6:15,loynsly01
821,Tomáš Malec,23,OTT,D,2,0,0,0,4,2,0.3,0,0,0,0,0,0,0,1,0.0,23,11:44,malecto01
822,Masi Marjamäki,21,NYI,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,5:17,marjama01
823,Graham Mink,26,WSH,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,17,5:32,minkgr01
824,Joe Motzko,25,CBJ,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,21,10:35,motzkjo01
825,Alain Nasreddine,30,PIT,D,6,0,0,0,2,8,0.2,0,0,0,0,0,0,0,3,0.0,91,15:11,nasreal01
826,Andrei Nazarov,31,MIN,RW,2,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,0,,10,4:48,nazaran01
827,Brad Norton,30,OTT,D,7,0,0,0,1,31,0.1,0,0,0,0,0,0,0,3,0.0,71,10:10,nortobr01
828,Filip Novák,23,OTT,D,11,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,5,0.0,104,9:26,novakfi01
829,Eric Nystrom,22,CGY,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,24,12:01,nystrer01
830,Doug O'Brien,21,TBL,D,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,39,7:44,obriedo01
831,David Oliver,34,DAL,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,23,7:37,oliveda01
832,Krzysztof Oliwa,32,NJD,LW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,19,6:18,oliwakr01
833,Ben Ondrus,23,TOR,LW,22,0,0,0,-10,18,-0.8,0,0,0,0,0,0,0,17,0.0,223,10:07,ondrube01
834,Stephen Peat,25,WSH,RW,1,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0.0,5,4:47,peatst01
835,Andrew Peters,25,BUF,LW,28,0,0,0,-2,100,-0.2,0,0,0,0,0,0,0,6,0.0,91,3:16,peteran01
836,Richard Petiot,23,LAK,D,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,10,4:47,petiori01
837,Tomi Pettinen,28,NYI,D,18,0,0,0,-2,16,0.1,0,0,0,0,0,0,0,7,0.0,264,14:40,pettito01
838,Alexandre Picard,20,CBJ,LW,17,0,0,0,-2,14,-0.4,0,0,0,0,0,0,0,10,0.0,156,9:09,picaral02
839,Alexandre Picard,20,PHI,D,6,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,9,0.0,57,9:33,picaral01
840,Vojtěch Polák,20,DAL,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,20,6:31,polakvo01
841,Mark Popovic,23,ATL,D,7,0,0,0,-5,0,-0.3,0,0,0,0,0,0,0,6,0.0,77,11:04,popovma01
842,David Printz,25,PHI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:45,printda01
843,Kyle Quincey,20,DET,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,11:37,quincky01
844,Steve Regier,21,NYI,LW,9,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,54,6:02,regiest01
845,Erik Reitz,23,MIN,D,5,0,0,0,-2,4,0.0,0,0,0,0,0,0,0,0,,66,13:09,reitzer01
846,Pascal Rhéaume,32,TOT,C,13,0,0,0,-7,4,-0.4,0,0,0,0,0,0,0,11,0.0,117,9:00,rheaupa01
847,Nathan Robinson,24,BOS,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,7,3:32,robinna01
848,Louis Robitaille,23,WSH,D,2,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,,9,4:42,robitlo01
849,Mathieu Roy,22,EDM,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,13,13:00,royma01
850,Štefan Ružička,20,PHI,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,5,4:48,ruzicst01
851,Prestin Ryan,25,VAN,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,8,7:30,ryanpr01
852,Jason Ryznar,22,NJD,LW,8,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,43,5:19,ryznaja01
853,Peter Sarno,26,CBJ,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:42,sarnope01
854,Cam Severson,28,CBJ,LW,4,0,0,0,0,5,0.0,0,0,0,0,0,0,0,2,0.0,12,3:06,severca01
855,Ben Simon,27,CBJ,C,13,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,7,0.0,73,5:38,simonbe01
856,Wade Skolney,24,PHI,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,7,6:52,skolnwa01
857,Dan Smith,29,EDM,D,7,0,0,0,1,7,0.2,0,0,0,0,0,0,0,1,0.0,79,11:21,smithda02
858,Nathan Smith,23,VAN,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,11,10:52,smithna02
859,Martin St. Pierre,22,CHI,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,24,12:02,stpiema01
860,David Steckel,23,WSH,LW,7,0,0,0,1,0,-0.1,0,0,0,0,0,0,0,6,0.0,54,7:39,steckda01
861,Karl Stewart,22,ATL,LW,8,0,0,0,-3,15,-0.2,0,0,0,0,0,0,0,6,0.0,45,5:40,stewaka01
862,Mike Stuart,25,STL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,13,12:59,stuarmi01
863,Danny Syvret,20,EDM,D,10,0,0,0,-1,6,0.1,0,0,0,0,0,0,0,8,0.0,123,12:19,syvreda01
864,Jeff Taffe,24,TOT,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,26,6:27,taffeje01
865,Petr Tatíček,22,FLA,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,18,5:51,taticpe01
866,Joey Tenute,22,WSH,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,7,7:21,tenutjo01
867,Shawn Thornton,28,CHI,D,10,0,0,0,-5,16,-0.3,0,0,0,0,0,0,0,16,0.0,73,7:18,thornsh01
868,Ole-Kristian Tollefsen,21,CBJ,D,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,82,16:18,tolleol01
869,Patrick Traverse,31,DAL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,11,11:27,travepa01
870,Ben Walter,21,BOS,C,6,0,0,0,2,4,-0.1,0,0,0,0,0,0,0,6,0.0,71,11:49,waltebe01
