Rk,Player,Age,Tm,Pos,GP,G,A,P,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
835,Brandon Prust,22,CGY,C,10,0,0,0,1,25,-0.1,0,0,0,0,0,0,0,1,0.0,61,6:03,prustbr01
836,Deron Quint,30,NYI,D,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,53,10:34,quintde01
837,Steve Regier,22,NYI,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,4:41,regiest01
838,Brandon Reid,25,VAN,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,8,0.0,35,11:43,reidbr01
839,Darren Reid,23,PHI,RW,14,0,0,0,-7,18,-0.5,0,0,0,0,0,0,0,8,0.0,114,8:11,reidda03
840,Erik Reitz,24,MIN,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,11,10:36,reitzer01
841,Aaron Rome,23,ANA,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,15,14:31,romeaa01
842,Rick Rypien,22,VAN,C,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,10,4:46,rypieri01
843,Rob Schremp,20,EDM,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,14,13:50,schrero01
844,Jesse Schultz,24,VAN,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,20,10:09,schulje01
845,Andrej Sekera,20,BUF,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,0,,15,7:31,sekeran01
846,Jonathan Sigalet,20,BOS,D,1,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,0.0,15,14:41,sigaljo02
847,Nathan Smith,24,VAN,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:45,smithna02
848,David Steckel,24,WSH,LW,5,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,4,0.0,62,12:26,steckda01
849,Shay Stephenson,23,LAK,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,15,7:19,stephsh01
850,Jason Strudwick,31,NYR,D,8,0,0,0,0,2,0.1,0,0,0,0,0,0,0,3,0.0,109,13:40,strudja01
851,Alexander Suglobov,25,TOR,RW,14,0,0,0,-6,4,-0.5,0,0,0,0,0,0,0,17,0.0,104,7:25,sugloal01
852,Barry Tallackson,23,NJD,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,36,12:06,tallaba01
853,Nate Thompson,22,BOS,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,19,4:46,thompna01
854,Lauri Tukonen,20,LAK,RW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,26,6:33,tukonla01
855,Ben Walter,22,BOS,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,25,6:11,waltebe01
856,Kyle Wanvig,26,TBL,RW,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,21,5:12,wanviky01
857,Erik Westrum,27,TOR,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,3:31,westrer01
858,Bryan Young,20,EDM,D,15,0,0,0,-8,10,-0.4,0,0,0,0,0,0,0,2,0.0,152,10:06,youngbr02
